# simulation output - cartesian coordinates       
#   time{d} 	 	  x_Epim{m} 	  y_Epim{m} 	  x_Janus{m} 	  y_Janus{m} 	  x_Saturn{m} 	  y_Saturn{m}  
   0.000000  	  -151422000.000000000000  	  +0.000000000000  	  +151472000.000000000000  	  +0.000000000000  	  +0.000000000000  	  +0.000000000000  
   1.002083  	  +141087934.996196866035  	  +54980147.588183715940  	  -140886591.856610387564  	 -55630341.537670031190  	  +0.734862073889  	  -3.305137654433  
   2.002083  	  -109548250.884608253837  	  -104536138.579084694386  	  +108643613.008214339614  	 +105547764.583777070045  	  +0.108596420939  	  -7.150417909616  
   3.002083  	  +61522566.041829541326  	  +138360374.664977550507  	  -59678889.339198254049  	 -139219967.919753313065  	  +0.529112604727  	  -9.971707797709  
   4.002083  	  -4238300.099306483753  	  -151362687.360251307487  	  +1528771.406374055659  	 +151464270.462165206671  	  +0.379635298295  	  -14.141897362234  
   5.002083  	  -53683785.935465462506  	  +141586257.434713035822  	  +56856650.774100288749  	 -140396199.150950133801  	  +0.234849461554  	  -16.847654932950  
   6.002083  	  +103526957.899243280292  	  -110502469.199983179569  	  -106491050.859075739980  	 +107719162.720831483603  	  +0.651450270493  	  -20.906052143352  
   7.002083  	  -137790274.664248079062  	  +62789003.675712421536  	  +139735023.027221232653  	 -58462748.573151618242  	  +0.027675396398  	  -23.933595817999  
   8.002083  	  +151317431.851741701365  	  -5626470.238253626972  	  -151471855.642194151878  	 +208022.927638841618  	  +0.761818119995  	  -27.510136488426  
   9.002083  	  -142072717.295607864857  	  -52382896.522495940328  	  +139895095.324899733067  	 +58078615.405590385199  	  +0.031259081873  	  -31.104834897480  
   10.002083  	  +111447384.260800391436  	  +102509000.946284011006  	  -106786556.038110733032  	 -107426278.450293481350  	  +0.644820287644  	  -34.116943846483  
   11.002083  	  -64050260.270122706890  	  -137208585.742836952209  	  +57242103.111739411950  	 +140239430.237033128738  	  +0.243531538304  	  -38.185738056999  
   12.002083  	  +7014179.095189819112  	  +151259413.647754311562  	  +1112701.734998936765  	 -151467954.058096855879  	  +0.370203080278  	  -40.887695678624  
   13.002083  	  +51077466.994102239609  	  -142547277.861727982759  	  -59296243.000178463757  	 +139383319.461253732443  	  +0.537880475200  	  -45.054518037376  
   14.002083  	  -101482426.272110238671  	  +112382949.426744773984  	  +108353283.350541934371  	 -105845846.149326577783  	  +0.101807829493  	  -47.885837646236  
   15.002083  	  +136615236.933536261320  	  -65306239.095146782696  	  -140733259.556371003389  	 +56017055.060961075127  	  +0.738653188481  	  -51.715929430922  
   16.002083  	  -151188745.194745540619  	  +8401368.021230636165  	  +151452453.715262442827  	 +2433335.987838978413  	  -0.000157504394  	  -55.039136422077  
   17.002083  	  +143009789.872358083725  	  +49767609.056050173938  	  -138861024.886141568422  	 -60509416.800264693797  	  +0.725952715972  	  -58.298492080425  
   18.002083  	  -113309230.586899876595  	  -100447254.487817540765  	  +104896972.233187988400  	 +109272040.503946661949  	  +0.125275196556  	  -62.182714701615  
   19.002083  	  +66556730.369740232825  	  +136010308.795597761869  	  -54787821.875207297504  	 -141216429.486234694719  	  +0.507218962042  	  -64.977864500569  
   20.002083  	  -9788091.334708716720  	  -151105373.732017457485  	  -3753928.614846037701  	 +151425408.250500887632  	  +0.403390803255  	  -69.157389693517  
   21.002083  	  -48453547.451044440269  	  +143460282.516250222921  	  +61717905.156200103462  	 -138328187.325238853693  	  +0.212870005078  	  -71.872044595268  
   22.002083  	  +99403393.470154598355  	  -114226101.273048743606  	  -110182639.622356116772  	 +103940065.489963993430  	  +0.668288009922  	  -75.904675301861  
   23.002083  	  -135393994.306993514299  	  +67801730.200563699007  	  +141688745.349360764027  	 -53554415.568731576204  	  +0.018557385860  	  -78.970907635254  
   24.002083  	  +151009134.063947409391  	  -11174183.195496017113  	  -151386985.289797276258  	 -5074308.240819640458  	  +0.761820793141  	  -82.501763079279  
   25.002083  	  -143898897.244622260332  	  -47135272.949015930295  	  +137784669.291445404291  	 +62921711.194990821183  	  +0.040371322587  	  -86.142146756385  
   26.002083  	  +115133322.198307096958  	  +98350999.073926106095  	  -102975371.989420264959  	 -111084922.206303745508  	  +0.627989397556  	  -89.115566292071  
   27.002083  	  -69041347.439117908478  	  -134766224.779512971640  	  +52316733.252552166581  	 +142150275.006742030382  	  +0.265502934689  	  -93.210130170029  
   28.002083  	  +12559364.547903174534  	  +150900136.042442262173  	  +6394188.072820147499  	 -151337077.959337651730  	  +0.346456253717  	  -95.903182659479  
   29.002083  	  +45812663.442630365491  	  -144325486.730383247137  	  -64120953.302834957838  	 +137230621.964450746775  	  +0.559766143892  	  -100.060683836947  
   30.002083  	  -97290339.959290310740  	  +116030956.127008929849  	  +111978615.790017485619  	 -102002836.576947957277  	  +0.085134472070  	  -102.918121446088  
   31.002083  	  +134126819.027542948723  	  -70275374.678744927049  	  -142601200.500543534756  	 +51074988.008452139795  	  +0.747561685172  	  -106.709299939681  
   32.002083  	  -150778601.763180583715  	  +13943686.201803898439  	  +151275466.524269551039  	 +7713611.494753256440  	  +0.000062002903  	  -110.078255063462  
   33.002083  	  +144739791.092004507780  	  +44485941.045088253915  	  -136666310.825621545315  	 -65315405.423231534660  	  +0.716640067394  	  -113.292034077326  
   34.002083  	  -116919178.256038695574  	  -96221326.888135820627  	  +101022290.029460355639  	 +112863806.912071391940  	  +0.142253645890  	  -117.214682740267  
   35.002083  	  +71503491.380328580737  	  +133475967.536689728498  	  -49829508.324775941670  	 -143041332.355791926384  	  +0.485175749338  	  -119.984440216714  
   36.002083  	  -15327311.810248922557  	  -150644368.050076305866  	  -9032737.253235358745  	 +151202316.878523141146  	  +0.427122540887  	  -124.172437680376  
   37.002083  	  -43155441.043077573180  	  +145141948.957330256701  	  +66504726.650298573077  	 -136091603.748769640923  	  +0.191084025678  	  -126.896835057190  
   38.002083  	  +95143757.964333429933  	  -117797751.292811706662  	  -113740696.805646821856  	 +100033975.222777307034  	  +0.684792497880  	  -130.903003354739  
   39.002083  	  -132813973.303542107344  	  +72725802.837727338076  	  +143470367.965074062347  	 -48580197.148772947490  	  +0.009860788934  	  -134.008363076779  
   40.002083  	  +150497159.315666586161  	  -16709964.713306698948  	  -151117908.915552198887  	 -10351283.794749671593  	  +0.761379187814  	  -137.493419850175  
   41.002083  	  -145532211.181943356991  	  -41821044.832199007273  	  +135506255.352121263742  	 +67689030.953422605991  	  +0.049881839930  	  -141.179259241096  
   42.002083  	  +118666325.089548662305  	  +94057899.432183697820  	  -99038249.982362836599  	 -114609018.433326214552  	  +0.610867996071  	  -144.114526466798  
   43.002083  	  -73942526.969569146633  	  -132140657.655610799789  	  +47326842.492240898311  	 +143888487.269802093506  	  +0.287611993140  	  -148.234098497940  
   44.002083  	  +18091254.921555798501  	  +150337195.140046447515  	  +11668854.143368713558  	 -151022028.042334109545  	  +0.322746024241  	  -150.919113819915  
   45.002083  	  +40482521.037634171546  	  -145910319.744623929262  	  -68868547.500793427229  	 +134910528.948568522930  	  +0.581446549719  	  -155.066453914984  
   46.002083  	  -92964130.475771933794  	  +119525071.556523129344  	  +115468390.856895670295  	 -98034950.853699728847  	  +0.068803301449  	  -157.950691136551  
   47.002083  	  +131455729.478501498699  	  -75153345.293971836567  	  -144295984.351519972086  	 +46069768.465387180448  	  +0.756044053801  	  -161.702538765601  
   48.002083  	  -150164807.388597607613  	  +19471342.227852445096  	  +150914346.804864823818  	 +12985601.618994306773  	  +0.000725557998  	  -165.117330685784  
   49.002083  	  +146275904.073821336031  	  +39140202.667662605643  	  -134304802.217526882887  	 -70042940.906301245093  	  +0.706934284721  	  -168.285787217889  
   50.002083  	  -120374274.953975349665  	  -91862252.435313969851  	  +97023800.258631765842  	 +116319012.194037184119  	  +0.159513338100  	  -172.246304153986  
   51.002083  	  +76357826.125749886036  	  +130759489.486564368010  	  -44809414.640364408493  	 -144692561.770544052124  	  +0.463006850593  	  -174.991444375553  
   52.002083  	  -20850499.145552363247  	  -149979722.607465118170  	  -14301794.885261658579  	 +150795143.379496246576  	  +0.450804831930  	  -179.187041784071  
   53.002083  	  -37794536.041979633272  	  +146629212.185299336910  	  +71211760.982558608055  	 -133688835.223165854812  	  +0.169515063425  	  -181.922016033231  
   54.002083  	  +90751954.078881844878  	  -121213586.933069273829  	  -117161195.187836915255  	 +96005152.801911473274  	  +0.700945941855  	  -185.901054839831  
   55.002083  	  -130052351.012597784400  	  +77556183.569430366158  	  +145077809.000630319118  	 -43545574.944875344634  	  +0.001594921298  	  -189.045938189439  
   56.002083  	  +149781554.969797849655  	  -22228337.723836500198  	  -150664809.960962891579  	 -15617042.165798734874  	  +0.760493896779  	  -192.485132501343  
   57.002083  	  -146970604.306344866753  	  -36445293.675207167864  	  +133062274.731643036008  	 +72375232.514049664140  	  +0.059780218703  	  -196.216148841907  
   58.002083  	  +122042546.267139583826  	  +89633612.484917387366  	  -94979478.120118007064  	 -117994564.259014368057  	  +0.593474729657  	  -199.113842085925  
   59.002083  	  -78748744.242757514119  	  -129334025.733263626695  	  +42277928.343850210309  	 +145452018.075627893209  	  +0.309834689189  	  -203.257633837722  
   60.002083  	  +23604356.573941644281  	  +149570633.952724963427  	  +16930836.262564100325  	 -150523024.274063736200  	  +0.299098115475  	  -205.935488435815  
   61.002083  	  +35092135.423026382923  	  -147299711.704757630825  	  -73533695.423067301512  	 +132425496.238557755947  	  +0.602898211063  	  -210.071838817185  
   62.002083  	  -88507717.814477697015  	  +122861433.811135545373  	  +118818629.996004745364  	 -93946504.511193439364  	  +0.052831957461  	  -212.983527960942  
   63.002083  	  +128604112.951382234693  	  -79935078.229570478201  	  -145815595.136280417442  	 +41006910.031210303307  	  +0.764091202961  	  -216.695670006637  
   64.002083  	  -149347401.378676176071  	  +24978824.011595044285  	  +150369351.181642770767  	 +18243440.393254764378  	  +0.001832305584  	  -220.156337539635  
   65.002083  	  +147616053.117814570665  	  +33735505.687065474689  	  -131778989.676506087184  	 -74686704.972720310092  	  +0.696846044905  	  -223.279774957913  
   66.002083  	  -123670642.703251823783  	  -87373962.449098721147  	  +92905846.096635699272  	 +119633702.093503668904  	  +0.177035404734  	  -227.277561376577  
   67.002083  	  +81114642.351519688964  	  +127863023.967827811837  	  -39733070.714708529413  	 -146168134.804702430964  	  +0.440736439379  	  -229.998885957961  
   68.002083  	  -26352120.952824335545  	  -149111473.720548927784  	  -19555233.096493501216  	 +150204181.182895362377  	  +0.474411898826  	  -234.201202990919  
   69.002083  	  -32375962.319206278771  	  +147919985.966080635786  	  +75833701.677923515439  	 -131122407.354458421469  	  +0.148186550545  	  -236.947576714448  
   70.002083  	  +86231926.293465033174  	  -124469713.365785732865  	  -120440204.806452944875  	 +91857969.271557763219  	  +0.716730847490  	  -240.898848738898  
   71.002083  	  -127111282.823982596397  	  +82287759.188963904977  	  +146509118.662293910980  	 -38456095.351907573640  	  -0.006231345642  	  -244.083608721969  
   72.002083  	  +148862355.131232351065  	  -27723747.703000541776  	  -150028018.822692781687  	 -20865712.333194650710  	  +0.759166037172  	  -247.476926840827  
   73.002083  	  -148211979.884500920773  	  -31013169.454362634569  	  +130455288.240957841277  	 +76975021.120971202850  	  +0.070055517257  	  -251.252792147957  
   74.002083  	  +125258073.335975304246  	  +85082097.737921550870  	  -90803455.545670092106  	 -121237654.024112433195  	  +0.575828694870  	  -254.113530573745  
   75.002083  	  -83454863.734801933169  	  -126348491.932684898376  	  +37175553.914213754237  	 +146838950.863050818443  	  +0.332146691808  	  -258.280727426377  
   76.002083  	  +29093091.028918694705  	  +148600485.219897657633  	  +22174260.649470534176  	 -149840434.195251852274  	  +0.275538368222  	  -260.952305259427  
